(64C:4720) 11/05/23 12:39:06, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, AdjustTokenPrivileges () completed with status (00000514)
(47A4:40B8) 11/05/23 19:42:22, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, AdjustTokenPrivileges () completed with status (00000514)
(47A4:40B8) 11/05/23 19:42:22, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Input parameters: 4 supplied
(47A4:40B8) 11/05/23 19:42:22, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 1: 22108
(47A4:40B8) 11/05/23 19:42:22, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 2: 0
(47A4:40B8) 11/05/23 19:42:22, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 3: 0:0
(47A4:40B8) 11/05/23 19:42:22, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 4: 00007FF65B26B360
(47A4:40B8) 11/05/23 19:42:22, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Parsed parameters:
(47A4:40B8) 11/05/23 19:42:22, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ProcessID = 22108
(47A4:40B8) 11/05/23 19:42:22, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ThreadId = 0
(47A4:40B8) 11/05/23 19:42:22, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     Flags = 0x0
(47A4:40B8) 11/05/23 19:42:22, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     MiniDumpFlags = 0x0
(47A4:40B8) 11/05/23 19:42:22, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     SqlInfoPtr = 0x00007FF65B26B360
(47A4:40B8) 11/05/23 19:42:22, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     DumpDir = <NULL>
(47A4:40B8) 11/05/23 19:42:22, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExceptionRecordPtr = 0x0000000000000000
(47A4:40B8) 11/05/23 19:42:22, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ContextPtr = 0x0000000000000000
(47A4:40B8) 11/05/23 19:42:22, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExtraFile = <NULL>
(47A4:40B8) 11/05/23 19:42:22, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     PatternForExtraFiles = <NULL>
(47A4:40B8) 11/05/23 19:42:22, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     InstanceName = <NULL>
(47A4:40B8) 11/05/23 19:42:22, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ServiceName = <NULL>
(47A4:40B8) 11/05/23 19:42:22, ERROR ,               mpdwsvc.exe, String at 0000016704335E60 was not NULL terminated
(47A4:40B8) 11/05/23 19:42:22, ACTION,               mpdwsvc.exe, Remote process didn't specify a dump file name
(47A4:40B8) 11/05/23 19:42:22, ACTION,               mpdwsvc.exe, MINIDUMP_TYPE: 0x21966
(47A4:40B8) 11/05/23 19:42:22, ACTION,               mpdwsvc.exe, Callback type 16 not used
(47A4:40B8) 11/05/23 19:42:22, ACTION,               mpdwsvc.exe, Callback type 17 not used
(47A4:40B8) 11/05/23 19:42:22, ACTION,               mpdwsvc.exe, Callback type 11 not used
(47A4:40B8) 11/05/23 19:42:22, ACTION,               mpdwsvc.exe, Callback type 15 not used
(47A4:40B8) 11/05/23 19:42:23, ACTION,               mpdwsvc.exe, Callback type 7 not used
(47A4:40B8) 11/05/23 19:42:23, ACTION,               mpdwsvc.exe, MiniDump completed: C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Log\Polybase\dump\SQLDmpr.000000019161CDB0.GMT-2023-11-05-14-00-00.dmp
(47A4:40B8) 11/05/23 19:42:23, ACTION,               mpdwsvc.exe, Total Buffer pool data pages filtered out: 0 KB
(47A4:40B8) 11/05/23 19:42:23, ACTION,               mpdwsvc.exe, Total Hekaton data pages filtered out: 0 KB
(47A4:40B8) 11/05/23 19:42:23, ACTION,               mpdwsvc.exe, Total Free memory (from non top level allocators) filtered out: 0 KB
(47A4:40B8) 11/05/23 19:42:23, ACTION,               mpdwsvc.exe, Total top level free memory filtered out: 0 KB
(47A4:40B8) 11/05/23 19:42:23, ACTION,               mpdwsvc.exe, Total Log pool memory filtered out: 0 KB
(47A4:40B8) 11/05/23 19:42:23, ACTION,               mpdwsvc.exe, Should columnstore object pool be included in filtered dump= 0
(47A4:40B8) 11/05/23 19:42:23, ACTION,               mpdwsvc.exe, Should columnstore blob cache be included in filtered dump= 0
(47A4:40B8) 11/05/23 19:42:23, ACTION,               mpdwsvc.exe, Total columnstore object pool memory filtered out: 0 KB
(47A4:40B8) 11/05/23 19:42:23, ACTION,               mpdwsvc.exe, Total columnstore blob cache filtered out: 0 KB
(47A4:40B8) 11/05/23 19:42:23, ACTION,               mpdwsvc.exe, Total pages filtered out by bitmap: 0 KB
(47A4:40B8) 11/05/23 19:42:23, ACTION,               mpdwsvc.exe, Total file mapped memory filtered out: 0 KB
(47A4:40B8) 11/05/23 19:42:23, ACTION,               mpdwsvc.exe, Location of module 'dbghelp.dll' : 'C:\WINDOWS\SYSTEM32\dbghelp.dll'
(47A4:40B8) 11/05/23 19:42:23, ACTION,               mpdwsvc.exe, File version of module 'C:\WINDOWS\SYSTEM32\dbghelp.dll' : '6.2:22621.2506'
(47A4:40B8) 11/05/23 19:42:23, ACTION,               mpdwsvc.exe, Product version of module 'C:\WINDOWS\SYSTEM32\dbghelp.dll' : '10.0:22621.2506'
(47A4:40B8) 11/05/23 19:42:23, ACTION,               mpdwsvc.exe, Location of module 'sqldumper.exe' : 'C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Binn\Polybase\SQLDUMPER.EXE'
(47A4:40B8) 11/05/23 19:42:23, ACTION,               mpdwsvc.exe, File version of module 'C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Binn\Polybase\SQLDUMPER.EXE' : '2019.150:2000.5'
(47A4:40B8) 11/05/23 19:42:23, ACTION,               mpdwsvc.exe, Product version of module 'C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Binn\Polybase\SQLDUMPER.EXE' : '15.0:2000.5'
(47A4:40B8) 11/05/23 19:42:23, ACTION,               mpdwsvc.exe, Send_To_Watson flag is set to true
(47A4:40B8) 11/05/23 19:42:23, ACTION,               mpdwsvc.exe, Force_Watson flag is set to true
(47A4:40B8) 11/05/23 19:42:23, ACTION,               mpdwsvc.exe, Watson Invoke: Yes
(47A4:40B8) 11/05/23 19:42:23, ACTION,               mpdwsvc.exe, Creating WER report...
(47A4:40B8) 11/05/23 19:42:23, ACTION,               mpdwsvc.exe, Created the report.
(47A4:40B8) 11/05/23 19:42:23, ACTION,               mpdwsvc.exe, WerReportAddFile Mini Dump succeeded.
(47A4:40B8) 11/05/23 19:42:23, ACTION,               mpdwsvc.exe, Submitting WER report...
(47A4:40B8) 11/05/23 19:42:35, ACTION,               mpdwsvc.exe, Submitted report synchronously.
(140C:3FC8) 11/05/23 19:42:49, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, AdjustTokenPrivileges () completed with status (00000514)
(140C:3FC8) 11/05/23 19:42:49, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Input parameters: 4 supplied
(140C:3FC8) 11/05/23 19:42:49, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 1: 22108
(140C:3FC8) 11/05/23 19:42:49, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 2: 0
(140C:3FC8) 11/05/23 19:42:49, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 3: 0:0
(140C:3FC8) 11/05/23 19:42:49, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 4: 00007FF65B26B360
(140C:3FC8) 11/05/23 19:42:49, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Parsed parameters:
(140C:3FC8) 11/05/23 19:42:49, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ProcessID = 22108
(140C:3FC8) 11/05/23 19:42:49, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ThreadId = 0
(140C:3FC8) 11/05/23 19:42:49, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     Flags = 0x0
(140C:3FC8) 11/05/23 19:42:49, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     MiniDumpFlags = 0x0
(140C:3FC8) 11/05/23 19:42:49, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     SqlInfoPtr = 0x00007FF65B26B360
(140C:3FC8) 11/05/23 19:42:49, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     DumpDir = <NULL>
(140C:3FC8) 11/05/23 19:42:49, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExceptionRecordPtr = 0x0000000000000000
(140C:3FC8) 11/05/23 19:42:49, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ContextPtr = 0x0000000000000000
(140C:3FC8) 11/05/23 19:42:49, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExtraFile = <NULL>
(140C:3FC8) 11/05/23 19:42:49, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     PatternForExtraFiles = <NULL>
(140C:3FC8) 11/05/23 19:42:49, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     InstanceName = <NULL>
(140C:3FC8) 11/05/23 19:42:49, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ServiceName = <NULL>
(140C:3FC8) 11/05/23 19:42:49, ERROR ,               mpdwsvc.exe, String at 00000167032D2DE0 was not NULL terminated
(140C:3FC8) 11/05/23 19:42:49, ACTION,               mpdwsvc.exe, Not creating an additional dump, because dump for stack signature 000000019161CDB0 already exists.
(140C:3FC8) 11/05/23 19:42:49, ACTION,               mpdwsvc.exe, Send_To_Watson flag is set to true
(140C:3FC8) 11/05/23 19:42:49, ACTION,               mpdwsvc.exe, Force_Watson flag is set to true
(140C:3FC8) 11/05/23 19:42:49, ACTION,               mpdwsvc.exe, Watson Invoke: Yes
(140C:3FC8) 11/05/23 19:42:49, ACTION,               mpdwsvc.exe, Creating WER report...
(140C:3FC8) 11/05/23 19:42:49, ACTION,               mpdwsvc.exe, Created the report.
(140C:3FC8) 11/05/23 19:42:49, ACTION,               mpdwsvc.exe, WerReportAddFile Mini Dump succeeded.
(140C:3FC8) 11/05/23 19:42:49, ACTION,               mpdwsvc.exe, Submitting WER report...
(140C:3FC8) 11/05/23 19:43:01, ACTION,               mpdwsvc.exe, Submitted report synchronously.
(51F8:5818) 11/05/23 19:43:15, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, AdjustTokenPrivileges () completed with status (00000514)
(51F8:5818) 11/05/23 19:43:15, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Input parameters: 4 supplied
(51F8:5818) 11/05/23 19:43:15, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 1: 22108
(51F8:5818) 11/05/23 19:43:15, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 2: 0
(51F8:5818) 11/05/23 19:43:15, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 3: 0:0
(51F8:5818) 11/05/23 19:43:15, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 4: 00007FF65B26B360
(51F8:5818) 11/05/23 19:43:15, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Parsed parameters:
(51F8:5818) 11/05/23 19:43:15, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ProcessID = 22108
(51F8:5818) 11/05/23 19:43:15, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ThreadId = 0
(51F8:5818) 11/05/23 19:43:15, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     Flags = 0x0
(51F8:5818) 11/05/23 19:43:15, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     MiniDumpFlags = 0x0
(51F8:5818) 11/05/23 19:43:15, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     SqlInfoPtr = 0x00007FF65B26B360
(51F8:5818) 11/05/23 19:43:15, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     DumpDir = <NULL>
(51F8:5818) 11/05/23 19:43:15, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExceptionRecordPtr = 0x0000000000000000
(51F8:5818) 11/05/23 19:43:15, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ContextPtr = 0x0000000000000000
(51F8:5818) 11/05/23 19:43:15, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExtraFile = <NULL>
(51F8:5818) 11/05/23 19:43:15, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     PatternForExtraFiles = <NULL>
(51F8:5818) 11/05/23 19:43:15, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     InstanceName = <NULL>
(51F8:5818) 11/05/23 19:43:15, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ServiceName = <NULL>
(51F8:5818) 11/05/23 19:43:15, ACTION,               mpdwsvc.exe, Not creating an additional dump, because dump for stack signature 000000019161CDB0 already exists.
(51F8:5818) 11/05/23 19:43:15, ACTION,               mpdwsvc.exe, Send_To_Watson flag is set to true
(51F8:5818) 11/05/23 19:43:15, ACTION,               mpdwsvc.exe, Force_Watson flag is set to true
(51F8:5818) 11/05/23 19:43:15, ACTION,               mpdwsvc.exe, Watson Invoke: Yes
(51F8:5818) 11/05/23 19:43:15, ACTION,               mpdwsvc.exe, Creating WER report...
(51F8:5818) 11/05/23 19:43:15, ACTION,               mpdwsvc.exe, Created the report.
(51F8:5818) 11/05/23 19:43:15, ACTION,               mpdwsvc.exe, WerReportAddFile Mini Dump succeeded.
(51F8:5818) 11/05/23 19:43:15, ACTION,               mpdwsvc.exe, Submitting WER report...
(51F8:5818) 11/05/23 19:43:18, ACTION,               mpdwsvc.exe, Submitted report synchronously.
(42A8:5AEC) 11/05/23 19:53:26, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, AdjustTokenPrivileges () completed with status (00000514)
(42A8:5AEC) 11/05/23 19:53:26, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Input parameters: 4 supplied
(42A8:5AEC) 11/05/23 19:53:26, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 1: 17080
(42A8:5AEC) 11/05/23 19:53:26, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 2: 0
(42A8:5AEC) 11/05/23 19:53:26, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 3: 0:0
(42A8:5AEC) 11/05/23 19:53:26, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 4: 00007FF65B26B360
(42A8:5AEC) 11/05/23 19:53:26, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Parsed parameters:
(42A8:5AEC) 11/05/23 19:53:26, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ProcessID = 17080
(42A8:5AEC) 11/05/23 19:53:26, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ThreadId = 0
(42A8:5AEC) 11/05/23 19:53:26, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     Flags = 0x0
(42A8:5AEC) 11/05/23 19:53:26, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     MiniDumpFlags = 0x0
(42A8:5AEC) 11/05/23 19:53:26, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     SqlInfoPtr = 0x00007FF65B26B360
(42A8:5AEC) 11/05/23 19:53:26, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     DumpDir = <NULL>
(42A8:5AEC) 11/05/23 19:53:26, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExceptionRecordPtr = 0x0000000000000000
(42A8:5AEC) 11/05/23 19:53:26, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ContextPtr = 0x0000000000000000
(42A8:5AEC) 11/05/23 19:53:26, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExtraFile = <NULL>
(42A8:5AEC) 11/05/23 19:53:26, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     PatternForExtraFiles = <NULL>
(42A8:5AEC) 11/05/23 19:53:26, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     InstanceName = <NULL>
(42A8:5AEC) 11/05/23 19:53:26, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ServiceName = <NULL>
(42A8:5AEC) 11/05/23 19:53:26, ERROR ,               mpdwsvc.exe, String at 0000020DAEF98A20 was not NULL terminated
(42A8:5AEC) 11/05/23 19:53:26, ACTION,               mpdwsvc.exe, Remote process didn't specify a dump file name
(42A8:5AEC) 11/05/23 19:53:26, ACTION,               mpdwsvc.exe, MINIDUMP_TYPE: 0x21966
(42A8:5AEC) 11/05/23 19:53:26, ACTION,               mpdwsvc.exe, Callback type 16 not used
(42A8:5AEC) 11/05/23 19:53:26, ACTION,               mpdwsvc.exe, Callback type 17 not used
(42A8:5AEC) 11/05/23 19:53:26, ACTION,               mpdwsvc.exe, Callback type 11 not used
(42A8:5AEC) 11/05/23 19:53:26, ACTION,               mpdwsvc.exe, Callback type 15 not used
(42A8:5AEC) 11/05/23 19:53:27, ACTION,               mpdwsvc.exe, Callback type 7 not used
(42A8:5AEC) 11/05/23 19:53:27, ACTION,               mpdwsvc.exe, MiniDump completed: C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Log\Polybase\dump\SQLDmpr.000000019162B990.GMT-2023-11-05-14-00-00.dmp
(42A8:5AEC) 11/05/23 19:53:27, ACTION,               mpdwsvc.exe, Total Buffer pool data pages filtered out: 0 KB
(42A8:5AEC) 11/05/23 19:53:27, ACTION,               mpdwsvc.exe, Total Hekaton data pages filtered out: 0 KB
(42A8:5AEC) 11/05/23 19:53:27, ACTION,               mpdwsvc.exe, Total Free memory (from non top level allocators) filtered out: 0 KB
(42A8:5AEC) 11/05/23 19:53:27, ACTION,               mpdwsvc.exe, Total top level free memory filtered out: 0 KB
(42A8:5AEC) 11/05/23 19:53:27, ACTION,               mpdwsvc.exe, Total Log pool memory filtered out: 0 KB
(42A8:5AEC) 11/05/23 19:53:27, ACTION,               mpdwsvc.exe, Should columnstore object pool be included in filtered dump= 0
(42A8:5AEC) 11/05/23 19:53:27, ACTION,               mpdwsvc.exe, Should columnstore blob cache be included in filtered dump= 0
(42A8:5AEC) 11/05/23 19:53:27, ACTION,               mpdwsvc.exe, Total columnstore object pool memory filtered out: 0 KB
(42A8:5AEC) 11/05/23 19:53:27, ACTION,               mpdwsvc.exe, Total columnstore blob cache filtered out: 0 KB
(42A8:5AEC) 11/05/23 19:53:27, ACTION,               mpdwsvc.exe, Total pages filtered out by bitmap: 0 KB
(42A8:5AEC) 11/05/23 19:53:27, ACTION,               mpdwsvc.exe, Total file mapped memory filtered out: 0 KB
(42A8:5AEC) 11/05/23 19:53:27, ACTION,               mpdwsvc.exe, Location of module 'dbghelp.dll' : 'C:\WINDOWS\SYSTEM32\dbghelp.dll'
(42A8:5AEC) 11/05/23 19:53:27, ACTION,               mpdwsvc.exe, File version of module 'C:\WINDOWS\SYSTEM32\dbghelp.dll' : '6.2:22621.2506'
(42A8:5AEC) 11/05/23 19:53:27, ACTION,               mpdwsvc.exe, Product version of module 'C:\WINDOWS\SYSTEM32\dbghelp.dll' : '10.0:22621.2506'
(42A8:5AEC) 11/05/23 19:53:27, ACTION,               mpdwsvc.exe, Location of module 'sqldumper.exe' : 'C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Binn\Polybase\SQLDUMPER.EXE'
(42A8:5AEC) 11/05/23 19:53:27, ACTION,               mpdwsvc.exe, File version of module 'C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Binn\Polybase\SQLDUMPER.EXE' : '2019.150:2000.5'
(42A8:5AEC) 11/05/23 19:53:27, ACTION,               mpdwsvc.exe, Product version of module 'C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Binn\Polybase\SQLDUMPER.EXE' : '15.0:2000.5'
(42A8:5AEC) 11/05/23 19:53:27, ACTION,               mpdwsvc.exe, Send_To_Watson flag is set to true
(42A8:5AEC) 11/05/23 19:53:27, ACTION,               mpdwsvc.exe, Force_Watson flag is set to true
(42A8:5AEC) 11/05/23 19:53:27, ACTION,               mpdwsvc.exe, Watson Invoke: Yes
(42A8:5AEC) 11/05/23 19:53:27, ACTION,               mpdwsvc.exe, Creating WER report...
(42A8:5AEC) 11/05/23 19:53:27, ACTION,               mpdwsvc.exe, Created the report.
(42A8:5AEC) 11/05/23 19:53:27, ACTION,               mpdwsvc.exe, WerReportAddFile Mini Dump succeeded.
(42A8:5AEC) 11/05/23 19:53:27, ACTION,               mpdwsvc.exe, Submitting WER report...
(42A8:5AEC) 11/05/23 19:53:37, ACTION,               mpdwsvc.exe, Submitted report synchronously.
(3AC4:5620) 11/05/23 19:53:52, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, AdjustTokenPrivileges () completed with status (00000514)
(3AC4:5620) 11/05/23 19:53:52, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Input parameters: 4 supplied
(3AC4:5620) 11/05/23 19:53:52, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 1: 17080
(3AC4:5620) 11/05/23 19:53:52, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 2: 0
(3AC4:5620) 11/05/23 19:53:52, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 3: 0:0
(3AC4:5620) 11/05/23 19:53:52, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 4: 00007FF65B26B360
(3AC4:5620) 11/05/23 19:53:52, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Parsed parameters:
(3AC4:5620) 11/05/23 19:53:52, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ProcessID = 17080
(3AC4:5620) 11/05/23 19:53:52, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ThreadId = 0
(3AC4:5620) 11/05/23 19:53:52, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     Flags = 0x0
(3AC4:5620) 11/05/23 19:53:52, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     MiniDumpFlags = 0x0
(3AC4:5620) 11/05/23 19:53:52, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     SqlInfoPtr = 0x00007FF65B26B360
(3AC4:5620) 11/05/23 19:53:52, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     DumpDir = <NULL>
(3AC4:5620) 11/05/23 19:53:52, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExceptionRecordPtr = 0x0000000000000000
(3AC4:5620) 11/05/23 19:53:52, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ContextPtr = 0x0000000000000000
(3AC4:5620) 11/05/23 19:53:52, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExtraFile = <NULL>
(3AC4:5620) 11/05/23 19:53:52, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     PatternForExtraFiles = <NULL>
(3AC4:5620) 11/05/23 19:53:52, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     InstanceName = <NULL>
(3AC4:5620) 11/05/23 19:53:52, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ServiceName = <NULL>
(3AC4:5620) 11/05/23 19:53:52, ERROR ,               mpdwsvc.exe, String at 0000020603335A40 was not NULL terminated
(3AC4:5620) 11/05/23 19:53:52, ACTION,               mpdwsvc.exe, Not creating an additional dump, because dump for stack signature 000000019162B990 already exists.
(3AC4:5620) 11/05/23 19:53:52, ACTION,               mpdwsvc.exe, Send_To_Watson flag is set to true
(3AC4:5620) 11/05/23 19:53:52, ACTION,               mpdwsvc.exe, Force_Watson flag is set to true
(3AC4:5620) 11/05/23 19:53:52, ACTION,               mpdwsvc.exe, Watson Invoke: Yes
(3AC4:5620) 11/05/23 19:53:52, ACTION,               mpdwsvc.exe, Creating WER report...
(3AC4:5620) 11/05/23 19:53:52, ACTION,               mpdwsvc.exe, Created the report.
(3AC4:5620) 11/05/23 19:53:52, ACTION,               mpdwsvc.exe, WerReportAddFile Mini Dump succeeded.
(3AC4:5620) 11/05/23 19:53:52, ACTION,               mpdwsvc.exe, Submitting WER report...
(3AC4:5620) 11/05/23 19:54:03, ACTION,               mpdwsvc.exe, Submitted report synchronously.
(2534:3A1C) 11/05/23 19:54:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, AdjustTokenPrivileges () completed with status (00000514)
(2534:3A1C) 11/05/23 19:54:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Input parameters: 4 supplied
(2534:3A1C) 11/05/23 19:54:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 1: 17080
(2534:3A1C) 11/05/23 19:54:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 2: 0
(2534:3A1C) 11/05/23 19:54:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 3: 0:0
(2534:3A1C) 11/05/23 19:54:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 4: 00007FF65B26B360
(2534:3A1C) 11/05/23 19:54:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Parsed parameters:
(2534:3A1C) 11/05/23 19:54:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ProcessID = 17080
(2534:3A1C) 11/05/23 19:54:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ThreadId = 0
(2534:3A1C) 11/05/23 19:54:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     Flags = 0x0
(2534:3A1C) 11/05/23 19:54:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     MiniDumpFlags = 0x0
(2534:3A1C) 11/05/23 19:54:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     SqlInfoPtr = 0x00007FF65B26B360
(2534:3A1C) 11/05/23 19:54:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     DumpDir = <NULL>
(2534:3A1C) 11/05/23 19:54:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExceptionRecordPtr = 0x0000000000000000
(2534:3A1C) 11/05/23 19:54:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ContextPtr = 0x0000000000000000
(2534:3A1C) 11/05/23 19:54:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExtraFile = <NULL>
(2534:3A1C) 11/05/23 19:54:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     PatternForExtraFiles = <NULL>
(2534:3A1C) 11/05/23 19:54:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     InstanceName = <NULL>
(2534:3A1C) 11/05/23 19:54:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ServiceName = <NULL>
(2534:3A1C) 11/05/23 19:54:18, ACTION,               mpdwsvc.exe, Not creating an additional dump, because dump for stack signature 000000019162B990 already exists.
(2534:3A1C) 11/05/23 19:54:18, ACTION,               mpdwsvc.exe, Send_To_Watson flag is set to true
(2534:3A1C) 11/05/23 19:54:18, ACTION,               mpdwsvc.exe, Force_Watson flag is set to true
(2534:3A1C) 11/05/23 19:54:18, ACTION,               mpdwsvc.exe, Watson Invoke: Yes
(2534:3A1C) 11/05/23 19:54:18, ACTION,               mpdwsvc.exe, Creating WER report...
